time,Eh,El,param_name,param_value,R0_low,R0_high,R0_target,kappa_high,kappa_low
358.9835164835165,8.997348053095066e-07,1.660994707829461e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
359.9862637362637,8.863700094083462e-07,1.6287649230530185e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
360.989010989011,8.732040010317264e-07,1.5971589606705152e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
361.99175824175825,8.602337649274458e-07,1.5661644386217882e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
362.9945054945055,8.474563423822233e-07,1.5357693043722095e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
363.99725274725273,8.348688312216999e-07,1.5059618349126895e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
365.0,8.224683858104361e-07,1.4767306367596712e-07,sigma,1.0,0.85,0.8846250000000001,1.0,1.05,1.0
0.0,0.0,0.0,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
1.0027472527472527,0.0001224956918086022,0.00011659547313218347,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
2.0054945054945055,0.0001963074234206599,0.00018653671214851153,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
3.008241758241758,0.0002428358200466943,0.00023013037480304043,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
4.010989010989011,0.00027416872797028804,0.0002589094941500093,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
5.013736263736264,0.00029712662377893697,0.00027941619645448527,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
6.016483516483516,0.00031556409155173175,0.00029536638497960145,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
7.019230769230769,0.0003316550066346872,0.0003088647968042357,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
8.021978021978022,0.00034663660689521664,0.0003211129421849463,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
9.024725274725274,0.000361212245468652,0.00033279448952171545,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
10.027472527472527,0.00037578740649338684,0.00034430213022399397,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
11.030219780219781,0.0003905998084457448,0.0003558640126160176,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
